Year,State,Population,Violent Crime Total,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime Total,Burglary,Larceny-Theft,Motor Vehicle Theft,Violent Crime Rate,Murder and Nonnegligent Manslaughter Rate,Rape Rate,Robbery Rate,Aggravated Assault Rate,Property Crime Rate,Burglary Rate,Larceny-Theft Rate,Motor Vechicle Theft Rate
"2011","Texas","25,631,778","104,734","1,130","7,486","28,620","67,498","892,810","215,755","613,131","63,924","408.6","4.4","29.2","111.7","263.3","3,483.2","841.7","2,392.1","249.4"
"2012","Texas","26,060,796","106,475","1,148","7,715","30,385","67,227","876,459","205,002","606,425","65,032","408.6","4.4","29.6","116.6","258.0","3,363.1","786.6","2,327.0","249.5"
"2013","Texas","26,505,637","108,757","1,140","7,610","31,810","65,351","862,289","191,062","605,440","65,787","410.3","4.3","28.7","120.0","246.6","3,253.2","720.8","2,284.2","248.2"
"2014","Texas","26,956,958","109,414","1,184","8,236","31,181","65,656","813,934","169,234","576,154","68,546","405.9","4.4","30.6","115.7","243.6","3,019.4","627.8","2,137.3","254.3"
"2001","Utah","2,278,712","5,314","67","896","1,197","3,154","90,993","13,804","70,676","6,513","233.2","2.9","39.3","52.5","138.4","3,993.2","605.8","3,101.6","285.8"
"2002","Utah","2,318,789","5,488","47","943","1,140","3,358","97,641","15,124","74,795","7,722","236.7","2.0","40.7","49.2","144.8","4,210.9","652.2","3,225.6","333.0"
"2003","Utah","2,352,119","5,889","60","919","1,258","3,652","100,084","16,961","75,321","7,802","250.4","2.6","39.1","53.5","155.3","4,255.1","721.1","3,202.3","331.7"
"2004","Utah","2,420,708","5,647","46","967","1,236","3,398","97,762","15,225","74,889","7,648","233.3","1.9","39.9","51.1","140.4","4,038.6","628.9","3,093.7","315.9"
"2005","Utah","2,490,334","5,612","56","920","1,095","3,541","95,546","14,971","72,082","8,493","225.0","2.2","36.9","44.0","142.2","3,837.0","601.2","2,894.0","341.0"
"2006","Utah","2,550,063","5,771","51","891","1,242","3,587","89,572","14,721","66,480","8,371","226.3","2.0","34.9","48.7","140.7","3,512.5","577.3","2,607.0","328.3"
"2007","Utah","2,645,330","6,347","59","935","1,425","3,928","93,082","15,594","68,573","8,915","239.9","2.2","35.3","53.9","148.5","3,518.7","589.5","2,592.2","337.0"
"2008","Utah","2,736,424","6,165","41","915","1,421","3,788","92,373","14,766","70,299","7,308","225.3","1.5","33.4","51.9","138.4","3,375.7","539.6","2,569.0","267.1"
"2009","Utah","2,784,572","5,998","39","941","1,304","3,714","91,751","15,258","69,556","6,937","215.4","1.4","33.8","46.8","133.4","3,295.0","547.9","2,497.9","249.1"
"2010","Utah","2,775,479","5,925","53","983","1,269","3,620","88,316","15,095","67,242","5,979","213.5","1.9","35.4","45.7","130.4","3,182.0","543.9","2,422.7","215.4"
"2011","Utah","2,814,347","5,547","50","901","1,079","3,517","84,084","13,170","64,727","6,187","197.1","1.8","32.0","38.3","125.0","2,987.7","468.0","2,299.9","219.8"
"2012","Utah","2,854,871","5,939","52","975","1,105","3,807","86,284","13,095","67,157","6,032","208.0","1.8","34.2","38.7","133.4","3,022.3","458.7","2,352.4","211.3"
"2013","Utah","2,902,787","6,644","51","926","1,247","3,824","88,334","13,727","67,115","7,492","228.9","1.8","31.9","43.0","131.7","3,043.1","472.9","2,312.1","258.1"
"2014","Utah","2,942,902","6,346","67","945","1,312","3,513","84,711","11,518","65,895","7,298","215.6","2.3","32.1","44.6","119.4","2,878.5","391.4","2,239.1","248.0"
"2001","Vermont","612,978","644","7","107","107","423","16,334","3,150","12,426","758","105.1","1.1","17.5","17.5","69.0","2,664.7","513.9","2,027.2","123.7"
"2002","Vermont","616,408","658","13","126","77","442","14,942","3,489","10,684","769","106.7","2.1","20.4","12.5","71.7","2,424.0","566.0","1,733.3","124.8"
"2003","Vermont","619,343","707","15","126","62","504","13,803","3,017","10,132","654","114.2","2.4","20.3","10.0","81.4","2,228.7","487.1","1,635.9","105.6"
"2004","Vermont","621,233","713","16","160","78","459","14,559","3,435","10,537","587","114.8","2.6","25.8","12.6","73.9","2,343.6","552.9","1,696.1","94.5"
"2005","Vermont","622,387","782","8","153","76","545","14,749","3,185","10,894","670","126.0","1.3","24.6","12.2","87.6","2,370.0","511.7","1,750.0","108.0"
"2006","Vermont","623,908","905","14","173","114","604","14,920","3,443","10,857","620","145.1","2.2","27.7","18.3","96.8","2,391.4","551.8","1,740.2","99.4"
"2007","Vermont","621,254","802","13","128","79","582","14,702","3,200","10,853","649","129.1","2.1","20.6","12.7","93.7","2,366.5","515.1","1,747.0","104.5"
"2008","Vermont","621,270","854","17","133","93","611","15,903","3,515","11,802","586","137.5","2.7","21.4","15.0","98.3","2,559.8","565.8","1,899.7","94.3"
"2009","Vermont","621,760","837","8","132","111","586","15,010","3,471","11,090","449","134.6","1.3","21.2","17.9","94.2","2,414.1","558.3","1,783.6","72.2"
"2010","Vermont","625,909","820","7","141","76","596","14,160","3,348","10,373","439","131.0","1.1","22.5","12.1","95.2","2,262.3","534.9","1,657.3","70.1"
"2011","Vermont","626,592","925","11","146","99","669","15,086","3,838","10,720","528","147.6","1.8","23.3","15.8","106.8","2,407.6","612.5","1,710.8","84.3"
"2012","Vermont","625,953","891","8","131","114","638","15,653","4,179","11,014","460","142.3","1.3","20.9","18.2","101.9","2,500.7","667.6","1,759.6","73.5"
"2013","Vermont","626,855","775","10","113","75","554","13,882","3,352","10,193","337","123.6","1.6","18.0","12.0","88.4","2,214.5","534.7","1,626.1","53.8"
"2014","Vermont","626,562","622","10","99","70","432","9,551","2,034","7,273","244","99.3","1.6","15.8","11.2","68.9","1,524.4","324.6","1,160.8","38.9"
"2001","Virginia","7,196,750","20,939","364","1,770","6,860","11,945","207,506","31,604","157,060","18,842","291.0","5.1","24.6","95.3","166.0","2,883.3","439.1","2,182.4","261.8"
"2002","Virginia","7,287,829","21,256","388","1,839","6,961","12,068","207,783","31,757","157,548","18,478","291.7","5.3","25.2","95.5","165.6","2,851.1","435.8","2,161.8","253.5"
"2003","Virginia","7,365,284","20,490","416","1,807","6,713","11,554","200,449","29,105","153,367","17,977","278.2","5.6","24.5","91.1","156.9","2,721.5","395.2","2,082.3","244.1"
"2004","Virginia","7,481,332","20,608","390","1,816","6,899","11,503","200,368","28,759","154,154","17,455","275.5","5.2","24.3","92.2","153.8","2,678.2","384.4","2,060.5","233.3"
"2005","Virginia","7,564,327","21,434","458","1,763","7,495","11,718","200,404","29,829","154,584","15,991","283.0","6.1","23.3","99.1","154.9","2,649.0","394.3","2,044.0","211.0"
"2006","Virginia","7,642,884","21,683","403","1,829","7,779","11,672","190,257","32,166","143,292","14,799","283.7","5.3","23.9","101.8","152.7","2,489.3","420.9","1,874.8","193.6"
"2007","Virginia","7,712,091","21,035","415","1,793","7,696","11,131","191,763","32,028","145,634","14,101","272.8","5.4","23.2","99.8","144.3","2,486.5","415.3","1,888.4","182.8"
"2008","Virginia","7,769,089","20,031","370","1,794","7,470","10,397","196,726","32,188","151,191","13,347","257.8","4.8","23.1","96.2","133.8","2,532.2","414.3","1,946.1","171.8"
"2009","Virginia","7,882,590","18,195","370","1,572","6,342","9,911","194,020","31,956","150,374","11,690","230.8","4.7","19.9","80.5","125.7","2,461.4","405.4","1,907.7","148.3"
"2010","Virginia","8,023,953","17,184","376","1,580","5,678","9,550","187,403","30,804","145,990","10,609","214.2","4.7","19.7","70.8","119.0","2,335.5","383.9","1,819.4","132.2"
"2011","Virginia","8,104,384","16,014","304","1,591","5,425","8,694","182,902","30,656","142,476","9,770","197.6","3.8","19.6","66.9","107.3","2,256.8","378.3","1,758.0","120.6"
"2012","Virginia","8,186,628","15,676","322","1,505","4,718","9,131","178,434","29,651","139,654","9,129","191.5","3.9","18.4","57.6","111.5","2,179.6","362.2","1,705.9","111.5"
"2013","Virginia","8,270,345","16,355","320","1,476","4,574","9,111","171,558","26,717","136,215","8,626","197.8","3.9","17.8","55.3","110.2","2,074.4","323.0","1,647.0","104.3"
"2014","Virginia","8,326,289","16,340","338","1,432","4,292","9,400","160,720","23,122","129,933","7,665","196.2","4.1","17.2","51.5","112.9","1,930.3","277.7","1,560.5","92.1"
"2001","Washington","5,993,390","21,258","179","2,600","5,934","12,545","287,234","53,024","195,133","39,077","354.7","3.0","43.4","99.0","209.3","4,792.5","884.7","3,255.8","652.0"
"2002","Washington","6,067,060","20,964","184","2,734","5,797","12,249","288,967","54,948","193,526","40,493","345.5","3.0","45.1","95.5","201.9","4,762.9","905.7","3,189.8","667.4"
"2003","Washington","6,131,298","21,272","182","2,863","5,718","12,509","291,542","58,271","192,653","40,618","346.9","3.0","46.7","93.3","204.0","4,755.0","950.4","3,142.1","662.5"
"2004","Washington","6,207,046","21,330","190","2,857","5,866","12,417","300,837","60,632","196,972","43,233","343.6","3.1","46.0","94.5","200.0","4,846.7","976.8","3,173.4","696.5"
"2005","Washington","6,291,899","21,745","205","2,811","5,788","12,941","307,661","60,343","198,031","49,287","346.0","3.3","44.7","92.0","205.7","4,890.0","959.1","3,147.0","783.0"
"2006","Washington","6,395,798","22,303","197","2,748","6,424","12,934","288,456","58,843","183,179","46,434","348.7","3.1","43.0","100.4","202.2","4,510.1","920.0","2,864.1","726.0"
"2007","Washington","6,468,424","21,768","174","2,653","6,079","12,862","261,776","52,874","170,782","38,120","336.5","2.7","41.0","94.0","198.8","4,047.0","817.4","2,640.2","589.3"
"2008","Washington","6,549,224","21,888","193","2,653","6,419","12,623","249,283","53,136","167,013","29,134","334.2","2.9","40.5","98.0","192.7","3,806.3","811.3","2,550.1","444.8"
"2009","Washington","6,664,195","22,412","190","2,583","6,711","12,928","245,215","53,047","168,421","23,747","336.3","2.9","38.8","100.7","194.0","3,679.6","796.0","2,527.3","356.3"
"2010","Washington","6,742,950","21,138","154","2,579","5,929","12,476","249,426","55,192","168,490","25,744","313.5","2.3","38.2","87.9","185.0","3,699.1","818.5","2,498.8","381.8"
"2011","Washington","6,823,267","20,152","163","2,320","5,627","12,042","244,209","56,561","162,828","24,820","295.3","2.4","34.0","82.5","176.5","3,579.1","828.9","2,386.4","363.8"
"2012","Washington","6,895,318","20,553","217","2,250","5,801","12,285","254,377","61,376","166,338","26,663","298.1","3.1","32.6","84.1","178.2","3,689.1","890.1","2,412.3","386.7"
"2013","Washington","6,973,742","20,223","167","2,072","5,829","11,623","259,139","58,487","172,227","28,425","290.0","2.4","29.7","83.6","166.7","3,715.9","838.7","2,469.6","407.6"
"2014","Washington","7,061,530","20,136","174","2,171","5,640","11,627","261,706","55,290","175,769","30,647","285.2","2.5","30.7","79.9","164.7","3,706.1","783.0","2,489.1","434.0"
"2001","West Virginia","1,800,975","5,035","40","320","707","3,968","41,085","9,601","28,268","3,216","279.6","2.2","17.8","39.3","220.3","2,281.3","533.1","1,569.6","178.6"
"2002","West Virginia","1,804,884","4,221","57","328","657","3,179","41,099","9,677","27,524","3,898","233.9","3.2","18.2","36.4","176.1","2,277.1","536.2","1,525.0","216.0"
"2003","West Virginia","1,811,440","4,627","73","311","701","3,542","42,370","10,498","28,409","3,463","255.4","4.0","17.2","38.7","195.5","2,339.0","579.5","1,568.3","191.2"
"2004","West Virginia","1,812,548","5,110","68","346","774","3,922","46,326","10,994","31,566","3,766","281.9","3.8","19.1","42.7","216.4","2,555.8","606.5","1,741.5","207.8"
"2005","West Virginia","1,814,083","4,968","82","335","816","3,735","47,757","11,334","32,603","3,820","274.0","4.5","18.5","45.0","205.9","2,633.0","624.8","1,797.0","211.0"
"2006","West Virginia","1,818,470","5,113","80","404","853","3,776","47,941","11,579","32,305","4,057","281.2","4.4","22.2","46.9","207.6","2,636.3","636.7","1,776.5","223.1"
"2007","West Virginia","1,812,035","5,016","65","388","847","3,716","45,620","10,822","31,321","3,477","276.8","3.6","21.4","46.7","205.1","2,517.6","597.2","1,728.5","191.9"
"2008","West Virginia","1,814,468","5,006","67","389","896","3,654","45,971","10,840","31,967","3,164","275.9","3.7","21.4","49.4","201.4","2,533.6","597.4","1,761.8","174.4"
"2009","West Virginia","1,819,777","5,554","84","470","914","4,086","46,215","12,005","31,453","2,757","305.2","4.6","25.8","50.2","224.5","2,539.6","659.7","1,728.4","151.5"
"2010","West Virginia","1,854,368","5,586","58","362","776","4,390","41,301","10,778","28,104","2,419","301.2","3.1","19.5","41.8","236.7","2,227.2","581.2","1,515.6","130.4"
"2011","West Virginia","1,854,908","5,497","87","372","802","4,236","39,009","10,245","26,656","2,108","296.3","4.7","20.1","43.2","228.4","2,103.0","552.3","1,437.1","113.6"
"2012","West Virginia","1,856,680","5,943","70","415","835","4,623","44,500","11,466","30,800","2,234","320.1","3.8","22.4","45.0","249.0","2,396.8","617.6","1,658.9","120.3"
"2013","West Virginia","1,853,595","5,657","62","367","653","4,242","39,929","9,908","28,055","1,966","305.2","3.3","19.8","35.2","228.9","2,154.1","534.5","1,513.5","106.1"
"2014","West Virginia","1,850,326","5,588","74","285","651","4,358","37,648","8,973","26,779","1,896","302.0","4.0","15.4","35.2","235.5","2,034.7","484.9","1,447.3","102.5"
"2001","Wisconsin","5,405,947","12,486","192","1,142","4,444","6,708","166,924","26,927","125,275","14,722","231.0","3.6","21.1","82.2","124.1","3,087.8","498.1","2,317.4","272.3"
"2002","Wisconsin","5,439,692","12,238","154","1,237","4,713","6,134","164,749","27,926","123,365","13,458","225.0","2.8","22.7","86.6","112.8","3,028.6","513.4","2,267.9","247.4"
"2003","Wisconsin","5,474,290","12,104","183","1,202","4,397","6,322","157,684","26,546","118,775","12,363","221.1","3.3","22.0","80.3","115.5","2,880.4","484.9","2,169.7","225.8"
"2004","Wisconsin","5,503,533","11,548","154","1,136","4,067","6,191","146,710","23,854","111,482","11,374","209.8","2.8","20.6","73.9","112.5","2,665.7","433.4","2,025.6","206.7"
"2005","Wisconsin","5,527,644","13,367","206","1,135","4,555","7,471","147,556","24,448","110,531","12,577","242.0","3.7","20.5","82.4","135.2","2,669.0","442.3","2,000.0","228.0"
"2006","Wisconsin","5,556,506","15,899","165","1,233","5,564","8,937","156,748","27,038","115,682","14,028","286.1","3.0","22.2","100.1","160.8","2,821.0","486.6","2,081.9","252.5"
"2007","Wisconsin","5,601,640","16,330","185","1,227","5,480","9,438","159,305","27,890","117,957","13,458","291.5","3.3","21.9","97.8","168.5","2,843.9","497.9","2,105.8","240.3"
"2008","Wisconsin","5,627,967","15,507","146","1,128","5,163","9,070","155,456","27,459","116,456","11,541","275.5","2.6","20.0","91.7","161.2","2,762.2","487.9","2,069.2","205.1"
"2009","Wisconsin","5,654,774","14,650","146","1,118","4,904","8,482","147,692","26,813","111,947","8,932","259.1","2.6","19.8","86.7","150.0","2,611.8","474.2","1,979.7","158.0"
"2010","Wisconsin","5,691,659","14,167","155","1,191","4,516","8,305","142,781","26,636","107,993","8,152","248.9","2.7","20.9","79.3","145.9","2,508.6","468.0","1,897.4","143.2"
"2011","Wisconsin","5,709,843","14,268","138","1,190","4,600","8,340","139,912","27,167","104,472","8,273","249.9","2.4","20.8","80.6","146.1","2,450.4","475.8","1,829.7","144.9"
"2012","Wisconsin","5,724,554","16,254","169","1,228","4,692","10,165","140,780","27,931","104,619","8,230","283.9","3.0","21.5","82.0","177.6","2,459.2","487.9","1,827.5","143.8"
"2013","Wisconsin","5,742,953","16,118","163","1,308","4,834","9,285","125,694","24,358","93,946","7,390","280.7","2.8","22.8","84.2","161.7","2,188.7","424.1","1,635.8","128.7"
"2014","Wisconsin","5,757,564","16,714","165","1,168","5,066","9,809","120,238","21,216","89,103","9,919","290.3","2.9","20.3","88.0","170.4","2,088.3","368.5","1,547.6","172.3"
"2001","Wyoming","493,754","1,272","9","153","84","1,026","16,120","2,481","12,943","696","257.6","1.8","31.0","17.0","207.8","3,264.8","502.5","2,621.3","141.0"
"2002","Wyoming","498,830","1,364","15","148","93","1,108","16,494","2,448","13,303","743","273.4","3.0","29.7","18.6","222.1","3,306.5","490.7","2,666.8","148.9"
"2003","Wyoming","502,111","1,314","14","136","84","1,080","16,648","2,611","13,239","798","261.7","2.8","27.1","16.7","215.1","3,315.6","520.0","2,636.7","158.9"
"2004","Wyoming","505,887","1,163","11","112","67","973","16,889","2,738","13,352","799","229.9","2.2","22.1","13.2","192.3","3,338.5","541.2","2,639.3","157.9"
"2005","Wyoming","508,798","1,172","14","122","78","958","16,070","2,426","12,905","739","230.0","2.8","24.0","15.3","188.3","3,158.0","476.8","2,536.0","145.0"
"2006","Wyoming","515,004","1,307","13","151","72","1,071","15,381","2,322","12,255","804","253.8","2.5","29.3","14.0","208.0","2,986.6","450.9","2,379.6","156.1"
"2007","Wyoming","522,830","1,344","21","172","84","1,067","15,053","2,365","11,875","813","257.1","4.0","32.9","16.1","204.1","2,879.1","452.3","2,271.3","155.5"
"2008","Wyoming","532,668","1,330","12","185","87","1,046","14,515","2,198","11,584","733","249.7","2.3","34.7","16.3","196.4","2,725.0","412.6","2,174.7","137.6"
"2009","Wyoming","544,270","1,196","11","172","78","935","14,243","2,176","11,310","757","219.7","2.0","31.6","14.3","171.8","2,616.9","399.8","2,078.0","139.1"
"2010","Wyoming","564,554","1,117","8","162","77","870","13,869","2,151","11,126","592","197.9","1.4","28.7","13.6","154.1","2,456.6","381.0","1,970.8","104.9"
"2011","Wyoming","567,356","1,245","18","146","71","1,010","12,878","1,864","10,493","521","219.4","3.2","25.7","12.5","178.0","2,269.8","328.5","1,849.5","91.8"
"2012","Wyoming","576,626","1,161","14","154","61","932","13,222","2,125","10,513","584","201.3","2.4","26.7","10.6","161.6","2,293.0","368.5","1,823.2","101.3"
"2013","Wyoming","583,223","1,212","17","144","74","917","12,809","1,956","10,275","578","207.8","2.9","24.7","12.7","157.2","2,196.2","335.4","1,761.8","99.1"
"2014","Wyoming","584,153","1,142","16","126","53","899","11,477","1,689","9,185","603","195.5","2.7","21.6","9.1","153.9","1,964.7","289.1","1,572.4","103.2"
